Mortes no trânsito,,,Homicídio juvenil,,OR,Homicídios,,,Arborização viária,,,Mortalidade por doenças do aparelho respiratório,,,Remuneração média do emprego formal,,,Favelas (% living in favelas),,,Demanda atendida em creches,,,Gravidez na adolescência,,,Idade média ao morrer,,,Empregos formais por habitante,,,Population change,,,Jobs in the past,
Distrito,Valor,,Distrito,Valor,,Distrito,Valor,,Distrito,Valor,,Distrito,Valor,,Distrito,Valor,,Distrito,Valor,,Distrito,Valor,,Distrito,Valor,,Distrito,Valor,,Distrito,Valor,,Distrito,Valor,,Distrito,Valor
Saúde,3.7,,Saúde,20.1,,Saúde,4.44,,Saúde,10953,,Saúde,11.41,,Saúde,2091.42,,Saúde,1.02,,Saúde,82.94,,Saúde,3.56,,Saúde,76.7,,Saúde,0.413,,Saúde,0.869319060275203,,Saúde,1.66292001893043
Sé,11.93,,Sé,53.75,,Sé,15.9,,Sé,518,,Sé,9.03,,Sé,4050.55,,Sé,0,,Sé,42.01,,Sé,6.94,,Sé,61.4,,Sé,32.08,,Sé,0.790062843676355,,Sé,1.48273467584117
Socorro,10.98,,Socorro,0,,Socorro,2.74,,Socorro,10424,,Socorro,10.51,,Socorro,3086.96,,Socorro,6.19,,Socorro,81.37,,Socorro,8.73,,Socorro,70.4,,Socorro,1.03,,Socorro,1.08128215056143,,Socorro,1.80734371368812
Tatuapé,8.28,,Tatuapé,9.52,,Tatuapé,5.17,,Tatuapé,5417,,Tatuapé,12.09,,Tatuapé,2147.06,,Tatuapé,1.26,,Tatuapé,87.77,,Tatuapé,3.59,,Tatuapé,74.3,,Tatuapé,0.786,,Tatuapé,0.813113309978899,,Tatuapé,2.02712060011541
Tremembé,10.83,,Tremembé,60.2,,Tremembé,14.13,,Tremembé,6989,,Tremembé,8.31,,Tremembé,2179.26,,Tremembé,13.3,,Tremembé,61.31,,Tremembé,14.92,,Tremembé,64,,Tremembé,0.08,,Tremembé,0.760399597060585,,Tremembé,2.20377769705776
Tucuruvi,4.16,,Tucuruvi,35.85,,Tucuruvi,9.36,,Tucuruvi,6430,,Tucuruvi,14.75,,Tucuruvi,3033.04,,Tucuruvi,0.738,,Tucuruvi,82.58,,Tucuruvi,6.82,,Tucuruvi,74.1,,Tucuruvi,0.734,,Tucuruvi,1.03924029451138,,Tucuruvi,2.25202520252025
Vila Andrade,7.95,,Vila Andrade,40.33,,Vila Andrade,8.56,,Vila Andrade,7760,,Vila Andrade,3.78,,Vila Andrade,2642.61,,Vila Andrade,50.45,,Vila Andrade,39.01,,Vila Andrade,12,,Vila Andrade,64,,Vila Andrade,0.096,,Vila Andrade,0.428037567853448,,Vila Andrade,1.93718368562072
Vila Curuçá,11.53,,Vila Curuçá,39.45,,Vila Curuçá,12.2,,Vila Curuçá,4233,,Vila Curuçá,9.72,,Vila Curuçá,2562.64,,Vila Curuçá,8.37,,Vila Curuçá,96.52,,Vila Curuçá,14.6,,Vila Curuçá,63.3,,Vila Curuçá,0.07,,Vila Curuçá,0.995616032407376,,Vila Curuçá,2.03403493058665
Vila Formosa,4.28,,Vila Formosa,27.48,,Vila Formosa,8.56,,Vila Formosa,5276,,Vila Formosa,11.49,,Vila Formosa,2057.49,,Vila Formosa,0.96,,Vila Formosa,89.25,,Vila Formosa,8.34,,Vila Formosa,72,,Vila Formosa,0.433,,Vila Formosa,1.00737417214989,,Vila Formosa,2.2066212725992
Vila Guilherme,12.6,,Vila Guilherme,0,,Vila Guilherme,0,,Vila Guilherme,5050,,Vila Guilherme,11.83,,Vila Guilherme,2769.35,,Vila Guilherme,2.29,,Vila Guilherme,78.74,,Vila Guilherme,7.2,,Vila Guilherme,72.6,,Vila Guilherme,0.891,,Vila Guilherme,0.895850882695582,,Vila Guilherme,1.50052620500947
Vila Jacuí,12.15,,Vila Jacuí,76.5,,Vila Jacuí,19.3,,Vila Jacuí,6507,,Vila Jacuí,9.26,,Vila Jacuí,2233.46,,Vila Jacuí,5.64,,Vila Jacuí,89.46,,Vila Jacuí,14.82,,Vila Jacuí,61.7,,Vila Jacuí,0.112,,Vila Jacuí,1.01897857373578,,Vila Jacuí,1.73263057019645
Vila Leopoldina,2.13,,Vila Leopoldina,0,,Vila Leopoldina,4.26,,Vila Leopoldina,4135,,Vila Leopoldina,5.56,,Vila Leopoldina,2982.14,,Vila Leopoldina,5.54,,Vila Leopoldina,88.36,,Vila Leopoldina,4.22,,Vila Leopoldina,75.2,,Vila Leopoldina,1.07,,Vila Leopoldina,0.552994443301091,,Vila Leopoldina,2.35398737808376
Vila Maria,9.9,,Vila Maria,19.97,,Vila Maria,5.4,,Vila Maria,10740,,Vila Maria,8.32,,Vila Maria,2555.01,,Vila Maria,14.16,,Vila Maria,71.12,,Vila Maria,13.07,,Vila Maria,67.2,,Vila Maria,0.528,,Vila Maria,1.02924690353494,,Vila Maria,1.80785379105952
Vila Mariana,7.61,,Vila Mariana,12.82,,Vila Mariana,3.8,,Vila Mariana,10377,,Vila Mariana,13.22,,Vila Mariana,3509.79,,Vila Mariana,0.915,,Vila Mariana,81.51,,Vila Mariana,1.92,,Vila Mariana,78,,Vila Mariana,1.16,,Vila Mariana,0.939697614344325,,Vila Mariana,1.90113666402326
Vila Matilde,3.85,,Vila Matilde,8.03,,Vila Matilde,8.66,,Vila Matilde,7232,,Vila Matilde,11.96,,Vila Matilde,1742.55,,Vila Matilde,0.672,,Vila Matilde,94.06,,Vila Matilde,8.29,,Vila Matilde,70.8,,Vila Matilde,0.268,,Vila Matilde,0.992498529596097,,Vila Matilde,2.76512625059552
Vila Medeiros,8.98,,Vila Medeiros,32,,Vila Medeiros,13.87,,Vila Medeiros,4580,,Vila Medeiros,13.8,,Vila Medeiros,1961.93,,Vila Medeiros,3.02,,Vila Medeiros,77.24,,Vila Medeiros,12.32,,Vila Medeiros,69,,Vila Medeiros,0.118,,Vila Medeiros,1.16119652047484,,Vila Medeiros,2.40846366145354
Vila Prudente,7.74,,Vila Prudente,16.4,,Vila Prudente,7.74,,Vila Prudente,7725,,Vila Prudente,12.32,,Vila Prudente,2106.14,,Vila Prudente,5.65,,Vila Prudente,90.78,,Vila Prudente,7.83,,Vila Prudente,71.8,,Vila Prudente,0.317,,Vila Prudente,0.990339476236663,,Vila Prudente,2.01954686805864
Vila Sônia,10.13,,Vila Sônia,13.17,,Vila Sônia,4.22,,Vila Sônia,7640,,Vila Sônia,7.22,,Vila Sônia,2155.11,,Vila Sônia,27.85,,Vila Sônia,80.82,,Vila Sônia,8.83,,Vila Sônia,71,,Vila Sônia,0.242,,Vila Sônia,0.724643810850708,,Vila Sônia,2.07566506759703
